Sensor-57,Sensor-134,Sensor-76,Sensor-28,Sensor-164,Sensor-369,Sensor-108,Sensor-81,Sensor-449,Sensor-319
0.931548362,1007.420361,0.02910137,5.822235528,0.136964265,0.005259619,0.001306491,-0.071828827,0.177913937,2.979674051
0.931796809,1006.217397,0.006108632,7.257685596,0.161982272,0.002928133,0.012710759,-0.012409562,0.517488119,3.704186439
0.930001474,1001.425143,0.007187083,7.188750111,0.163289663,0.003007288,-0.059232817,0.008357564,0.347178036,3.932586797
0.933048909,1001.387899,-0.027486132,7.267762214,0.179437113,0.005505198,-0.066916756,-0.007962322,0.173627737,2.14426803
0.924795435,1009.721616,0.009190726,7.358522106,0.171926357,0.0021676,0.009992178,0.00305639,0.15495465,3.189115472
0.923216881,1007.794174,-0.024174678,7.252622681,0.115957045,0.00226948,-0.033211867,0.005084289,0.220149023,3.824984581
0.927009039,1007.674561,0.012303972,7.308778805,0.165630726,0.0021,0.023839804,-0.02410705,0.138452738,2.950186645
0.933729373,1003.959718,-0.007418893,5.533088722,0.09778638,0.002519326,-0.016477668,-0.084017357,0.154933676,3.165817863
0.929426123,1008.173958,-0.000192377,7.379445274,0.149910754,0.002377707,0.123392463,-0.038280174,0.264700724,3.648048429
0.929143909,995.467391,0.012746185,7.260774952,0.145341514,0.002378031,0.011509668,0.005706709,0.247126251,2.54969887
0.930017203,1012.320351,0.006149699,7.254211657,0.127146407,0.003015922,0.022730932,-0.030068759,0.372952132,1.709630411
0.929467288,998.1884592,0.014674494,7.289598387,0.14202672,0.002587449,0.029659843,0.001282427,0.232594174,2.999968947
0.927903882,1004.752639,-0.005549193,7.24581137,0.076700103,0.003118069,0.162908109,-0.006324974,0.276338989,2.957544157
0.932329178,1012.494662,0.215568793,7.252498316,0.126209584,0.002731301,-0.074717957,0.000800546,0.278214269,1.721436073
0.92841762,1006.576139,-0.008531534,5.09219884,0.13254342,0.003627297,-0.248195469,-0.048812599,0.145312921,3.014702598
0.928858481,1003.284258,-0.002083604,7.239671323,0.107156782,0.002590858,0.068451867,0.01753778,0.456512252,2.669856299
0.928810499,1009.524285,-0.0101,7.296912054,0.109351119,0.003175731,0.070328405,0.032496556,0.238406372,2.594186489
0.931593156,997.156316,0.019341575,7.30473365,0.126459837,0.003738405,0.019817816,-0.046887724,0.393353966,4.190128624
0.931264951,1006.773767,-0.004886094,7.194897342,0.154032958,0.00085836,0.009396782,-0.057971869,0.677737974,2.205997233
0.926708939,1011.150673,0.009546623,7.293018809,0.20477781,0.002699582,-0.008384307,-0.059717746,0.196737171,3.296431277
0.935091278,1008.624488,0.065711065,7.239841945,0.108719042,0.003443875,0.045844397,-0.005403595,0.264768309,1.968164278
0.9337,1003.597996,-0.022419933,7.360277165,0.14616905,0.005024601,0.088279709,-0.000136144,0.252482611,3.374731148
0.930201263,1004.522004,0.016422055,7.338355332,0.136085013,0.002762205,0.064750862,-0.015738815,0.261359024,3.884584187
0.923299121,1007.465576,0.013410919,7.332750198,0.204824659,0.00235022,0.038167569,-0.092644554,0.200072611,2.789985172
0.930842588,1004.395294,-0.005819706,4.985752001,0.112459412,0.002387353,-0.165669297,-0.084840235,0.135146,3.105695298
0.922751232,1007.401514,0.014790342,7.338337236,0.203773383,0.002487192,0.041844931,-0.101366503,0.193625802,2.64617147
0.934041424,1001.12487,0.021528929,7.174370955,0.143585763,0.002208785,0.045749568,-0.114878305,0.102984359,2.345111161
0.931506253,1012.168961,-0.035667731,7.385400392,0.227321059,0.002895533,0.042404924,-0.092639983,0.243334557,2.864713792
0.923612216,1006.069055,0.004544633,7.315435063,0.132742206,0.002271946,0.062766841,-0.104164701,0.147003521,2.827193347
0.931813745,1010.202364,0.004898738,7.138537168,0.082279947,0.003786003,-0.068986626,-0.018166691,0.174374262,2.591743298
0.933206656,1012.585658,0.020383146,5.089854992,0.088080302,0.00427945,0.002688254,-0.019518499,0.306430785,2.024190984
0.929877253,1005.568767,0.011545615,7.326117358,0.166223246,0.002953902,0.001817902,-0.105608408,0.19172317,3.132310297
0.929732997,1011.591522,-0.016569947,7.244171403,0.136833646,0.002559558,0.078635219,-0.013073611,0.374521614,1.50268726
0.934371176,1000.112931,-0.007100519,4.957150301,0.135838373,0.004434097,0.071697537,0.048114517,0.87461269,2.342431367
0.932472495,1011.15149,0.006435821,7.215083877,0.089306609,0.00343467,-0.085279701,-0.05874567,0.205730745,2.486782521
0.935106267,1008.921082,-0.013972841,5.116598965,0.133062675,0.003053134,0.152840748,-0.094051669,0.210849254,2.805335832
0.932372055,1001.858056,7.70E-05,6.961414648,0.134046575,0.002495342,-0.074046676,-0.029513757,0.141116876,4.077627492
0.9323,1012.9091,0.222376037,7.25520486,0.122313988,0.002581291,-0.083877395,-0.000107318,0.27283976,1.525998762
0.930722957,1002.95187,-0.009403427,6.010172939,0.085324706,0.002242487,0.02421802,-0.057372467,0.116961779,3.515315738
0.928101464,1002.391264,0.000490266,7.355943156,0.085891192,0.001891071,-0.066478143,0.008362674,0.771289395,3.691854545
0.923425685,1000.506332,-0.008389112,7.386139131,0.16701973,0.002754074,0.045553051,-0.011711582,0.219639752,3.797180162
0.932889358,1004.421244,-0.020527554,7.277941785,0.131516431,0.0026205,-0.039574192,-0.007727349,0.737680731,4.781305617
0.931671884,1000.975155,-0.014235646,6.366465177,0.071335589,0.003089791,0.063266949,-0.009636379,0.475291115,2.853029189
0.931741235,1002.702027,-0.000633698,7.265121435,0.09709273,0.00219853,0.096238885,0.004232762,0.351061455,2.58681934
0.934076408,1004.808174,-0.013338256,7.086358787,0.138741759,0.004726603,-0.103640927,-0.043106903,0.848863244,2.753677237
0.933213092,1001.074809,-0.028852891,7.265642868,0.17985234,0.005592421,-0.070254179,-0.008956322,0.171156742,2.143415848
0.931720014,1010.714888,0.061748402,7.306866313,0.122086709,0.001720014,-0.08271025,-0.013226453,0.429256839,1.882803532
0.926988322,1004.306832,0.014026418,7.316363375,0.102757425,0.003098979,-0.04222777,-0.037300478,0.205245572,3.671867963
0.92937791,1011.649636,-0.015850805,7.242964777,0.138361791,0.00248794,0.078660952,-0.010144775,0.373349429,1.574814344
0.932319078,1000.837504,0.00212594,7.330038084,0.084977126,0.003579389,0.031041222,-0.081376191,0.196880934,2.278652311
0.928884805,1008.0371,0.015762063,7.306240303,0.150311296,0.002452935,-0.026179184,-0.002121708,0.252580717,2.842941272
0.931343085,1012.372348,0.017462154,7.395635559,0.125424468,0.002928457,0.112342606,-0.036295851,0.300299681,4.90633153
0.933197887,1011.872518,0.010936622,7.33456973,0.095197175,0.002330282,-0.094485932,-0.035569005,0.266597204,4.720180628
0.932688274,1004.116806,-0.010958264,4.958653972,0.101343348,0.002282484,-0.104551914,-0.085008025,0.135859106,3.0310289
0.933159674,1012.051353,0.019878075,5.093824909,0.086526132,0.004320163,0.029249949,-0.016716421,0.314550852,2.073158697
0.932171165,1013.326288,-0.002689802,7.240119077,0.200510769,0.002181978,0.102986637,0.008746901,0.154145011,2.299527433
0.925871436,1009.440759,0.003976928,7.408786608,0.122732666,0.00231763,0.019651924,0.016918596,0.315431431,2.987712806
0.927105288,1009.93873,-0.013642583,7.25211221,0.254382781,0.0021,0.012953903,0.03012363,0.308712163,3.558432446
0.933347269,1001.150881,-0.018307433,6.114688669,0.044182342,0.00216115,0.066329323,-0.066130885,0.190552809,2.609085422
0.930532557,1003.469765,-0.012984074,7.145189574,0.044926867,0.002680065,0.029548786,-0.034812163,0.222299407,3.013129379
0.929863456,1001.02239,-0.015030657,7.329583741,0.123659021,0.005737411,-0.012616234,-0.05098443,0.248496382,3.77177764
0.927061199,1004.757118,-0.005804285,7.209798718,0.089247241,0.003691371,0.103611405,0.010968784,0.218899275,3.378202601
0.933038073,1008.680032,-0.006919742,7.207636307,0.269070507,0.002355229,-0.064000591,-0.022833136,0.230959342,3.583352798
0.935865403,1002.521127,0.005505378,5.614522523,0.144702941,0.00244676,0.11416858,-0.026426168,0.214706298,2.82115479
0.933579343,1000.336203,-0.008838933,5.344579032,0.119719909,0.004113306,0.069314989,0.03502607,0.779693621,2.489169798
0.935634968,1003.469599,0.009112991,5.10665163,0.123402848,0.00246769,0.106422768,-0.011787832,0.222355966,2.930543107
0.933939468,1000.231495,0.022917909,7.175378588,0.141743666,0.002197715,0.052096101,-0.108649579,0.098078142,2.478429859
0.9334168,998.4371734,0.017441249,7.208193096,0.137653215,0.002515861,0.039711124,-0.077880296,0.10907691,3.006302581
0.931437877,1004.70631,-0.020043774,7.299287144,0.159207077,0.003295543,0.030781778,-0.053409815,0.247392662,2.909841507
0.925097786,1009.096909,0.012012666,7.368096544,0.168524912,0.002381765,-0.00080426,-0.00785343,0.162097685,3.292128866
0.930289219,1013.235008,-0.00375179,7.253336734,0.224789667,0.001972823,0.135625917,0.024383811,0.148168186,2.359006556
0.931399382,1004.9571,0.015856527,7.277251572,0.117962229,0.003369711,-0.058778917,-0.031245253,0.32974781,3.071059552
0.933286306,1003.26922,-0.009224681,7.11114395,0.140813694,0.004425701,-0.089627228,-0.035412101,0.758652065,2.72642675
0.924308292,1013.137824,0.002772352,7.267193558,0.144880202,0.002615207,-0.092036719,0.029479236,0.154664042,3.700047313
0.931494953,1003.378884,-0.010290294,2.614354131,0.686392908,0.004041581,0.027944933,0.006331629,0.508735396,2.784467011
0.923085412,1001.919077,-0.009504288,7.410897682,0.061120503,0.001979251,0.037902241,-0.006320872,0.519444477,3.967579233
0.9337,1008.006303,-0.009123791,7.396015804,0.112796623,0.002544052,0.154462381,-0.019532553,0.284650638,3.886312108
0.9261945,1006.830914,0.022248668,7.402825838,0.156186873,0.003158604,-0.03996611,-0.047426547,0.188007566,3.665788659
0.932157794,1010.948045,-0.023275818,6.808641072,0.096654461,0.006326003,0.044962049,-0.077142142,0.196685332,3.466693713
0.932655657,1007.857433,0.021092776,7.305264554,0.160902875,0.004167201,0.004721872,0.017347318,0.362206537,4.065107509
0.926044039,1003.587863,-0.001369433,7.36999954,0.194129539,0.003112435,0.037253925,-0.085204688,0.149905643,3.914640922
0.933472193,1013.299816,0.002279044,7.28788348,0.162611975,0.003638803,0.043211975,-0.004779448,0.220571042,1.936624115
0.932726312,998.1367101,0.010699036,7.263908296,0.126908147,0.003943784,0.030034113,-0.032164989,0.370131362,3.73343978
0.929618281,1003.705247,-0.010472113,5.936086862,0.089563205,0.002906885,0.018305325,0.045083361,0.568974967,3.288891573
0.933165238,1009.297594,0.018210672,5.623018907,0.08205578,0.004211156,0.020915925,-0.035824814,0.287376399,2.092977593
0.932188356,1006.204975,-0.01870959,7.254341805,0.156705481,0.00133596,0.012478434,0.003084559,0.253521572,4.280882825
0.933072973,1011.161452,0.020438212,5.32522712,0.082583009,0.004316602,0.019176071,-0.022354128,0.303694119,2.046924191
0.932819342,1004.450164,0.003659154,7.302114693,0.098851847,0.002190329,0.110718724,-0.009427978,0.298232921,3.028901991
0.933036701,1004.064233,-0.011928315,4.953538437,0.09924487,0.002262687,-0.093014247,-0.0850397,0.135993725,3.016933465
0.9323,1012.9091,0.087108245,7.350160446,0.112143477,0.002303913,-0.110228264,0.007196957,0.300115221,1.705369587
0.925094221,1006.897237,0.009246628,7.324931906,0.195021978,0.002701383,0.016881546,-0.096366806,0.195795851,2.641038727
0.928732516,1011.638148,0.015762439,7.269539552,0.163356432,0.002796873,0.029736605,0.013111834,0.260124877,2.169066134
0.931501885,1009.779453,0.004301885,7.116430868,0.087467643,0.003850942,-0.05886511,-0.005239837,0.175804827,2.554459477
0.924578455,1006.599163,0.007061492,7.337821545,0.197233245,0.003003976,0.041355964,-0.099527717,0.207075123,2.473165615
0.935565717,1004.683837,-0.027681166,7.168876254,0.154978696,0.004309946,0.06621669,-0.002649223,0.253031942,2.107008462
0.928530609,996.5624957,0.01295454,7.265872917,0.145862714,0.002482746,0.010503979,0.010179594,0.212048848,2.671359445
0.929901137,999.2635927,0.001287931,7.34747752,0.165792366,0.0024,-0.102901176,-0.001925313,0.256415906,3.232150886
0.926916311,1005.288093,-0.005877158,7.101133606,0.172135871,0.0034,-0.065413357,0.040351329,0.621790517,3.760564586
0.933232258,1011.915969,-0.005226615,7.302052422,0.093024193,0.0031,-0.048921766,-0.097895968,0.221448385,2.837899267
0.930638553,1009.300245,-0.030665578,5.179003442,0.128402698,0.005358872,-0.178405472,0.011340807,0.164887246,2.60612621
0.935335219,1004.773667,-0.002276344,7.116061269,0.191550154,0.003256812,0.10019511,-0.079623641,0.222527544,2.072368907
0.926698144,1010.052716,0.002271353,7.260021425,0.140183022,0.002958532,-0.00593354,0.015571942,0.174668114,3.712516926
0.933222584,1004.26561,0.005929244,7.280662544,0.141037056,0.004103706,-0.035528142,-0.007674612,0.307364346,2.601020782
0.93480168,1004.136858,-0.020062714,4.921750988,0.085254282,0.002588142,-0.001169532,-0.009678626,0.462406146,2.773206725
0.9323,1012.9091,0.088050012,7.349499342,0.112214287,0.002305844,-0.110044803,0.007146103,0.299925322,1.704120763
0.928969659,1005.716778,0.014507421,7.362122312,0.149004808,0.002531303,-0.048161372,-0.039468312,0.225525805,4.388729858
0.931364815,1015.502199,-0.004258363,7.222302937,0.231826866,0.001704747,0.157417458,0.051966461,0.152138768,1.987242321
0.929721387,1004.185372,-0.015768107,7.332678613,0.167755466,0.004383787,0.04342568,-0.094949253,0.236302027,2.028991942
0.929221754,1005.891199,-0.001361518,7.299472357,0.172648435,0.003048559,-0.024008032,-0.08803459,0.194754324,2.650759645
0.93348366,1001.800892,0.003097713,7.183377786,0.142971894,0.003192091,-0.110259915,0.050929793,0.13922768,3.509450301
0.931124201,1009.895921,-0.027207569,5.95809681,0.130994505,0.006119031,-0.094057968,0.02589336,0.19323499,2.74480431
0.9304509,1010.53515,0.004039028,7.268880106,0.140664872,0.003356415,0.01641426,-0.024259829,0.342937635,1.799597772
0.927382239,1011.984102,0.008929078,7.269333455,0.192222621,0.002292336,0.041028954,0.023808271,0.29103114,2.639209021
0.932576461,1005.745247,-0.03467211,2.390076132,0.767514163,0.002568366,-0.099582816,-0.084670383,0.781800819,3.509135388
0.930155668,1008.707958,-0.025853096,5.16013,0.129302992,0.004982385,-0.193579523,-0.001738014,0.16063131,2.694960701
0.933805734,1005.419134,-0.017083684,7.209385893,0.122592057,0.002248843,0.066312028,-0.035984999,0.494128504,2.293209574
0.929130836,987.2948881,0.025331844,7.396722854,0.084575828,0.000177643,0.000284229,0.01256828,0.217291403,2.597773933
0.927242351,1009.450057,-0.009542955,7.260327802,0.106951019,0.003503617,0.031192766,0.038192096,0.211883799,1.97995891
0.932653651,1007.885931,0.038406602,7.293625253,0.1619016,0.004191429,0.007373681,0.016375244,0.358440188,4.029330531
0.933038256,1005.245757,-0.004142289,6.445175247,0.13293624,0.002606376,-0.022393867,-0.049211109,0.138807378,3.686478492
0.932602518,1005.644331,-0.019603486,7.241676802,0.182015499,0.002370024,-0.0655062,0.002600968,0.653495436,4.785334457
0.932303456,1007.218612,0.008482684,7.334796044,0.108137787,0.002448272,0.111286198,-0.018817095,0.298955161,3.684979457
0.922327929,1010.187114,-0.013034996,7.262388976,0.133204383,0.002185286,-0.022918784,0.008406954,0.187795461,3.870337612
0.931615102,1005.06022,-0.019728707,7.288673311,0.158616325,0.002832788,0.026459447,-0.040068679,0.248840003,3.233612664
0.927426501,1003.995748,0.004796037,7.213511237,0.156392413,0.002754388,-0.026861725,0.007621857,0.335636638,3.918217527
0.931767258,998.9875933,0.01670967,7.272791342,0.11230967,0.002294676,0.00563926,-0.014898839,0.370530204,4.403975451
0.925207897,1009.155102,0.007057605,7.062458808,0.177688284,0.002131255,0.011157437,0.005429508,0.149879216,3.275651159
0.934188692,1003.612585,-0.008920137,5.468026404,0.125346331,0.003214594,0.155224497,-0.077263599,0.274650133,3.052167201
0.935441751,1004.985537,-0.025319985,4.968354535,0.088636716,0.002905887,-0.014949807,-0.059922462,0.144779629,2.785842363
0.9322716,1006.171476,-0.012829406,4.248159776,0.181563218,0.003228688,-0.026144588,-0.055636303,0.149262357,3.633290029
0.931147322,1009.364063,0.003947322,7.126299532,0.114453809,0.003673661,-0.041393045,-0.006106546,0.217741723,2.296652952
0.933007555,1004.769582,-0.022861612,7.297516341,0.187966983,0.005334471,0.06703822,0.01464667,0.194871741,2.514651096
0.932356697,1012.103788,0.200543365,7.255986362,0.129236685,0.002855137,-0.067755625,0.002121462,0.285018367,1.917172543
0.929220763,1002.20453,0.006462137,7.196257488,0.161198471,0.002930611,-0.049418159,0.008134504,0.343678776,3.928230149
0.930033325,1006.584173,0.012566717,7.419588922,0.131333374,0.003133335,0.038055251,-0.043744545,0.253266546,4.115277389
0.92836323,1006.650685,-0.006112896,7.266239878,0.147148998,0.002877316,-0.019451351,-0.038783155,0.25129024,3.245910708
0.930078025,1004.504471,0.002520885,7.291142854,0.155835098,0.002676924,-0.093184624,-0.033575895,0.31314387,2.220470515
0.933685532,1001.332492,-0.001154617,7.214975643,0.161421269,0.0034,-0.086386581,-0.03719854,0.275266895,3.276539509
0.933651298,1002.974285,0.005080962,7.208599562,0.13276474,0.002985208,-0.124699215,0.046368201,0.151696182,4.002662901
0.926618774,1003.844904,-0.001955461,7.363559512,0.169361641,0.003455344,0.038288333,-0.00159203,0.281338463,4.159618459
0.931365053,1001.077936,-0.015103753,6.530844202,0.063552562,0.00292515,0.06229407,-0.016820712,0.426325399,2.911559049
0.933557112,1002.396872,-0.021945684,7.303027569,0.159950425,0.005232973,-0.016538175,-0.038646144,0.204435985,2.704120018
0.926982816,1004.410706,0.01406716,7.316223533,0.10471741,0.003089069,-0.041957997,-0.038168157,0.205040765,3.673606624
0.933081157,1008.268141,0.028550522,5.267722911,0.133850774,0.005762567,0.026669461,-0.068978786,0.167064621,2.636950622
0.933360616,1006.26773,-0.000231874,5.174844282,0.40459269,0.002727877,-0.087602456,-0.041252384,0.552781181,2.839545315
0.931717601,997.6094703,0.007671467,7.381416151,0.099685316,0.002063287,0.041324689,-0.054508538,0.196986992,2.348581881
0.934286577,998.3444921,0.005853745,7.150661337,0.171258824,0.003524599,-0.087396156,0.008789786,0.352179094,3.707907605
0.930317594,1012.214352,-0.007174483,7.288473132,0.160533289,0.003039107,0.037218415,-0.050155161,0.336270989,1.854409994
0.933204364,1010.263647,0.005523881,5.505335912,0.079730173,0.004563491,0.022336885,-0.007326606,0.426057466,2.311814578
